company_name,attack,year_attack,Size_of_Group_Composition,BvD_independent_indicator,Number_of_shareholders,Number_of_effective_beneficiaries_def_10_10,Number_of_effective_beneficiaries_def_10_50,Number_of_effective_beneficiaries_def_25_25,Number_of_leaders,Number_of_current_leaders,Number_of_Previous_Leader,DM_As_any_category,Manager_Gender,Manager_Age,Manager_Age_group,Director_Also_shareholder,Manager_Number_of_companies_in_which_a_function_is_held,diffmoy_Price_earnings_per_share_average,diffmoy_Average_share_return,diffmoy_Capitalization_Equity,diffmoy_Capitalization_Total_balance_sheet_Tobins_Q,diffmoy_Equity_per_share_EUR,diffmoy_Bankruptcy_probability,diffmoy_Debt_coefficient,diffmoy_Solvency,diffmoy_Returns_invested_capital,diffmoy_Returns_net_equity,diffmoy_ROA_from_profit_before_taxes,diffmoy_ROCE_from_net_income1,diffmoy_R&D_expenditure_Operating_income,diffmoy_Performance
SRP GROUPE,0,,12,A+,26,3,1,0,29,19,13,Non,H,47,46 - 55,Non,15,,,0.218393293,0.060112462,-102.6824276,1.226078799,2.805970149,-1.166311301,8.751873684,7.340319737,2.306390977,8.78476012,-2.130997054,-4.266090395
ST DUPONT,0,,20,D,3,0,0,0,31,20,18,Non,F,26,25 - 35,Non,1,,,-0.000606707,0.044112462,-108.7784276,0.226078799,1.805970149,0.833688699,7.134873684,4.310319737,0.800390977,6.63476012,-2.130997054,-5.591090395
ST RAPHAEL SA,0,,0,U,0,0,0,0,11,10,1,Non,,53,46 - 55,Non,1,,,,,,,,,,,,,,
STACI SA,0,,18,D,1,0,0,0,26,18,13,Non,H,50,46 - 55,Non,20,,,,,,-1.773921201,0.805970149,-0.166311301,,,,,,
STEAM FRANCE,0,,4,D,2,2,2,2,13,9,6,Non,H,56,56 - 65,Non,4,,,,,,1.226078799,-3.194029851,-0.166311301,-45.75812632,-57.31668026,-13.35260902,-44.45723988,,-16.2270904
STEF,0,,288,B+,24,3,0,3,51,32,33,Non,H,79,> 75,Oui,8,-17.25998423,-4.328752252,-1.364606707,-1.056887538,-66.35442759,-0.773921201,0.805970149,-0.166311301,20.00287368,26.02831974,7.519390977,18.80176012,-2.130997054,-0.787090395
STENTYS,0,,4,A+,10,0,0,0,27,13,16,Non,H,71,66 - 75,Non,24,,,-0.701606707,0.140112462,-107.8414276,1.226078799,3.805970149,2.833688699,-35.71812632,-40.60868026,-30.35460902,-34.41723988,4.140002946,
STRADIM ESPACE FINANCES SA,0,,160,D,2,1,1,1,9,8,3,Non,H,63,56 - 65,Oui,15,-21.19798423,,-2.195606707,-1.458887538,-103.0294276,-0.773921201,,,,25.70131974,4.437390977,,,20.8969096
STRAFOR FACOM SA,0,,0,U,0,0,0,0,2,2,0,Oui,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
STREAMWIDE,0,,6,B+,6,2,2,1,9,8,4,Non,H,57,56 - 65,Non,7,-1.853984234,,-2.156606707,-0.894887538,-104.0474276,0.226078799,0.805970149,0.833688699,11.17787368,10.38631974,4.508390977,12.37676012,-2.130997054,1.258909605
STREIT MECANIQUE,0,,2,D,2,1,1,0,13,10,7,Non,H,53,46 - 55,Non,6,-24.47498423,,-2.898606707,-1.454887538,-82.75942759,-0.773921201,-1.194029851,1.833688699,11.83587368,11.70431974,4.151390977,13.34476012,-2.130997054,-3.285090395
STUDIOCANAL SA,0,,1999,D,1,1,1,1,58,25,36,Oui,H,50,46 - 55,Non,22,,,,,,-2.773921201,0.805970149,0.833688699,,,,,,
SUEZ,0,,3371,B+,59,0,0,0,59,50,23,Oui,H,68,66 - 75,Non,255,-7.534984234,-3.264752252,-2.169606707,-1.334887538,-95.78942759,-1.773921201,-3.194029851,-4.166311301,14.30987368,17.87131974,4.673390977,13.29376012,-1.658997054,0.793909605
SUNGARD FINANCIAL SYSTEMS (FRANCE),0,,724,D,1,0,0,0,60,28,34,Non,H,54,46 - 55,Non,5,,,,,,5.226078799,-3.194029851,-4.166311301,,,,,,
SUPERSONIC IMAGINE,0,,113,D,7,32,0,0,46,25,33,Oui,H,65,56 - 65,Non,6,,,-1.950606707,-0.832887538,-107.1624276,1.226078799,0.805970149,-0.166311301,-23.77012632,-32.31868026,-21.22760902,-22.66523988,11.36800295,-49.6520904
SURYS,0,,,D,2,1,1,1,27,11,20,Non,,53,46 - 55,Non,2,,,,,,,,,,,,,,
SYNCHRONY SA,0,,0,U,0,0,0,0,8,6,4,Non,H,70,66 - 75,Non,2,,,,,,,,,,,,,,
SYNERGIE,0,,57,D,20,1,1,1,28,25,13,Non,H,76,> 75,Non,35,-17.31798423,-5.380752252,-0.941606707,-0.526887538,-93.63642759,-1.773921201,2.805970149,1.833688699,31.40487368,31.27031974,13.49739098,25.27176012,-2.130997054,-0.055090395
SYNTHELABO SA,0,,2,U,0,0,0,0,3,3,0,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
SYSTRAN SA,0,,6,D,1,2,2,1,26,8,21,Non,H,52,46 - 55,Oui,2,,,,,,1.226078799,0.805970149,0.833688699,,,,,,
TALEND,0,,16,A+,59,3,3,3,46,32,22,Non,H,58,56 - 65,Non,17,,,31.86539329,2.770112462,-108.2408637,0.226078799,-2.194029851,-0.166311301,-41.08312632,-128.0366803,-15.00060902,-39.91323988,16.03300295,-27.5430904
TARKETT,0,,180,D,43,5,0,1,36,25,18,Non,H,52,46 - 55,Non,110,-12.37798423,-5.746752252,-0.920606707,-0.602887538,-94.16442759,-1.773921201,-3.194029851,-1.166311301,19.04587368,24.53431974,9.662390977,17.09376012,-0.775997054,1.531909605
TEAM,0,,3,D,2,17,17,17,14,12,5,Non,H,68,66 - 75,Non,13,,,,,,-1.773921201,3.805970149,5.833688699,,39.24631974,28.99439098,,-2.130997054,45.0759096
TECHNI.CN S.A.,0,,2,D,1,0,0,0,14,7,11,Non,H,63,56 - 65,Non,10,,,,,,1.226078799,3.805970149,3.833688699,,,,,,
TECHNOFAN SA,0,,420,C,1,0,0,0,20,14,12,Oui,H,55,46 - 55,Non,2,,,,,,-2.773921201,,,,,,,,
TECHNOFIRST,0,,2,U,0,0,0,0,12,5,9,Non,F,57,56 - 65,Non,1,-17.79198423,,-2.943606707,-1.407887538,-104.0034276,,1.805970149,1.833688699,8.117873684,5.604319737,1.382390977,12.71476012,-2.130997054,-5.761090395
TECHNOFLEX S.A.,0,,548,D,1,0,0,0,32,16,23,Non,H,61,56 - 65,Non,4,,,,,,-0.773921201,-1.194029851,3.833688699,13.77587368,15.32131974,7.859390977,15.07676012,,-2.340090395
TECHNOMED INTERNATIONAL SA,0,,0,U,0,0,0,0,6,6,0,Non,H,50,46 - 55,Non,5,,,,,,,,,,,,,,
TECNIMODERN AUTOMATION,0,,0,U,0,0,0,0,5,0,5,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,53,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,0,,,,,,,,,,,,,,
TEISSEIRE FRANCE,0,,61,D,2,0,0,0,23,11,13,Oui,H,56,56 - 65,Non,33,,,,,,-2.773921201,3.805970149,1.833688699,,,,,,
TELECOM DESIGN SA,0,,0,D,6,3,3,2,10,8,4,Non,H,55,46 - 55,Non,2,,,,,,2.226078799,-3.194029851,-4.166311301,,,-2.418609023,,,-8.404090395
TELEPERFORMANCE SE,0,,252,A+,85,0,0,0,53,30,26,Non,H,67,66 - 75,Oui,33,-5.374984234,-5.990752252,-0.378606707,-0.505887538,-75.57642759,-1.773921201,-3.194029851,-4.166311301,15.10587368,21.71931974,7.702390977,14.39776012,-2.130997054,3.481909605
TELEVISION FRANCAISE 1,0,,1454,B+,57,2,0,2,153,77,84,Oui,H,46,46 - 55,Non,11,21.88501577,-4.727752252,-1.917606707,-0.989887538,-101.7134276,-2.773921201,0.805970149,0.833688699,10.06887368,8.790319737,2.959390977,11.46376012,-2.130997054,-2.827090395
TELEVISTA,0,,0,A-,4,5,5,1,16,6,13,Non,H,52,46 - 55,Oui,8,,,-3.163606707,-1.546887538,-101.3144276,1.226078799,2.805970149,3.833688699,,15.07731974,8.232390977,,-2.130997054,8.285909605
TERREIS,0,,13,D,1,4,4,1,23,14,9,Non,H,72,66 - 75,Non,21,,,,,,-1.773921201,-3.194029851,-1.166311301,13.32987368,16.89031974,3.902390977,14.47976012,-2.130997054,30.1369096
TESFRAN,0,,88,D,1,0,0,0,11,1,11,Non,,53,46 - 55,Non,112,,,,,,-1.773921201,2.805970149,1.833688699,,,,,,
TESSI,0,,112,D,11,10,3,1,38,28,19,Non,F,53,46 - 55,Non,13,-14.41098423,-6.170752252,-1.120606707,-0.891887538,-32.99142759,-1.773921201,-3.194029851,-0.166311301,21.70387368,26.37631974,8.526390977,19.13676012,-2.130997054,5.826909605
THALES,0,,433,B+,47,3,3,1,83,43,69,Oui,H,50,46 - 55,Non,87,-10.64198423,-5.465752252,0.774393293,-0.742887538,-85.90842759,-1.773921201,-3.194029851,-4.166311301,22.08887368,32.21431974,7.313390977,19.93776012,2.814002946,3.805909605
THE BLOCKCHAIN GROUP,0,,7,A+,8,1,1,0,27,8,21,Non,H,52,46 - 55,Oui,32,,,-0.957606707,-0.809887538,-108.4904276,5.226078799,-3.194029851,-4.166311301,-106.7391263,-176.7696803,-61.88960902,-180.8682399,-2.130997054,-81.1570904
THERACLION,0,,3,A+,9,0,0,0,31,27,9,Non,H,69,66 - 75,Non,3,,,3.147393293,0.730112462,-108.0224276,3.226078799,-0.194029851,-0.166311301,-67.41112632,-145.9856803,-53.85760902,-54.47123988,-2.130997054,
THERADIAG SA,0,,0,A+,8,0,0,0,33,15,24,Non,H,57,56 - 65,Non,2,,,-0.472606707,0.533112462,-107.4904276,2.226078799,3.805970149,1.833688699,-15.66112632,-18.34868026,-17.15360902,-12.38523988,-2.130997054,-29.7910904
THERANEXUS,0,,0,A+,14,5,5,0,19,12,11,Non,H,48,46 - 55,Oui,1,,,,,,0.226078799,-3.194029851,-4.166311301,-78.91912632,,-73.63160902,-53.16323988,-2.130997054,
THERMADOR GROUPE,0,,32,A+,32,0,0,0,36,29,9,Non,H,59,56 - 65,Non,5,-9.534984234,-3.732752252,-1.074606707,0.073112462,-89.58942759,-2.773921201,3.805970149,5.833688699,,24.21731974,15.72139098,,-2.130997054,8.801909605
THERMOCOMPACT SA,0,,75,D,1,2,2,2,29,7,24,Non,,53,46 - 55,Non,2,,,,,,0.226078799,3.805970149,2.833688699,22.56987368,23.27631974,12.30839098,19.64376012,-2.130997054,2.993909605
TIKEHAU CAPITAL,0,,102,B+,16,3,0,1,56,53,6,Oui,H,73,66 - 75,Non,8,,,,,,-0.773921201,,,11.67487368,10.53631974,5.611390977,14.75476012,-2.130997054,60.9769096
TIVOLY,0,,13,D,4,3,3,3,37,31,21,Non,H,82,> 75,Oui,8,-21.96298423,-5.318752252,-2.371606707,-1.267887538,-82.69142759,1.226078799,-1.194029851,-1.166311301,17.23887368,21.89731974,7.822390977,17.02276012,-2.130997054,1.692909605
TOCQUEVILLE VALUE EUROPE,0,,0,U,2,0,0,0,10,2,8,Non,H,53,46 - 55,Non,3,,,,,,,,,,,,,,
TONNA ELECTRONIQUE,0,,0,D,1,0,0,0,14,12,3,Non,H,57,56 - 65,Non,2,,,-3.398606707,-1.507887538,-115.9244276,5.226078799,-3.194029851,-4.166311301,,,-2.220609023,,-2.130997054,-6.375090395
TONNELLERIE FRANCOIS FRERES,0,,60,B+,22,2,2,1,18,17,7,Non,F,53,46 - 55,Non,1,-9.630984234,-6.936752252,-1.366606707,-0.332887538,-96.09542759,-1.773921201,2.805970149,2.833688699,21.59487368,21.04431974,11.83739098,18.66276012,-2.130997054,16.3699096
TOTAL SA,0,,1840,A+,111,5,5,5,87,60,57,Oui,H,57,56 - 65,Non,205,-10.43598423,-1.883752252,-2.015606707,-1.064887538,-69.15542759,-1.773921201,0.805970149,-0.166311301,11.48587368,13.17531974,4.822390977,12.23076012,-1.311997054,0.869909605
TOUAX SCA - SGTR - CITE - SGT - CMTE - TAF - SLM TOUAGE INVESTISSEMENTS REUNIES,0,,35,A+,15,3,3,0,24,17,15,Non,H,85,> 75,Oui,3,,,-2.751606707,-1.482887538,-86.48442759,-1.773921201,-2.194029851,-0.166311301,7.270873684,-1.045680263,-0.055609023,8.47976012,-2.130997054,-7.804090395
TOUPARGEL GROUPE,0,,0,B+,8,2,2,2,32,29,12,Non,H,45,36 - 45,Oui,5,,,-2.411606707,-1.262887538,-103.0714276,-2.773921201,-3.194029851,-4.166311301,-11.55712632,-22.83168026,-10.18060902,-10.99123988,-2.130997054,-10.5380904
TOUTABO,0,,0,B+,6,3,3,0,3,3,1,Non,H,56,56 - 65,Non,3,,,,,,3.226078799,2.805970149,-0.166311301,6.879873684,5.508319737,1.409390977,8.18076012,-2.130997054,-5.001090395
TPSH,0,,0,D,2,0,0,0,8,6,5,Non,H,60,56 - 65,Non,3,,,-2.888606707,-1.403887538,-106.4204276,5.226078799,-1.194029851,-4.166311301,,7.699319737,2.616390977,,,-1.696090395
TRANSGENE,0,,4,D,12,2,2,1,47,39,21,Oui,H,60,56 - 65,Non,7,,,0.008393293,-0.374887538,-108.0164276,1.226078799,-2.194029851,-0.166311301,-16.45512632,-48.09368026,-18.78660902,-15.15423988,,
TRAQUEUR,0,,3,D,3,0,0,0,26,10,18,Non,H,54,46 - 55,Non,7,,,-2.257606707,-1.310887538,-107.6134276,3.226078799,-3.194029851,-2.166311301,-19.12112632,-37.97868026,-11.41960902,-13.38423988,-2.130997054,-15.2510904
TRAVEL TECHNOLOGY INTERACTIVE,0,,5,D,6,6,0,1,8,7,7,Oui,H,65,56 - 65,Non,9,5.280015766,,-2.712606707,-1.338887538,-107.8984276,1.226078799,-3.194029851,-4.166311301,10.06687368,9.013319737,3.170390977,10.24476012,-2.130997054,-2.129090395
TREDI,0,,94,D,1,3,3,1,24,7,17,Non,,53,46 - 55,Non,18,,,,,,-1.773921201,0.805970149,-1.166311301,,,,,,
TRIGANO,0,,102,D,57,1,1,1,18,13,12,Non,H,72,66 - 75,Oui,65,-17.33998423,,-1.171606707,-0.401887538,-83.50042759,-1.773921201,3.805970149,1.833688699,26.66887368,25.69331974,13.09039098,26.82376012,-2.130997054,2.526909605
TRILOGIQ SA,0,,20,D,6,1,1,1,19,13,12,Non,H,55,46 - 55,Oui,10,,,-2.586606707,-1.026887538,-94.68942759,1.226078799,2.805970149,4.833688699,1.883873684,0.507319737,-3.213609023,2.56976012,-2.130997054,-13.1710904
TROC DE L ILE,0,,6,D,1,0,0,0,31,18,25,Non,H,58,56 - 65,Non,24,-25.60898423,,-2.688606707,-1.390887538,-102.5114276,3.226078799,-3.194029851,-4.166311301,20.86587368,25.77231974,9.291390977,23.07576012,-2.130997054,3.185909605
TRONIC'S MICROSYSTEMS,0,,169,D,4,3,0,0,34,12,27,Oui,H,57,56 - 65,Non,1,,,1.721393293,0.991112462,-106.1214276,3.226078799,1.805970149,1.833688699,-33.13312632,-51.62168026,-28.46560902,-31.44823988,-2.130997054,-71.7610904
TRSB GROUPE S.A.,0,,11,D,2,1,1,1,9,8,2,Non,H,62,56 - 65,Oui,13,,,,,,-0.773921201,,,,,,,,
TXCELL SA,0,,5,D,1,0,0,0,23,3,23,Non,H,57,56 - 65,Non,5,,,,,,4.226078799,-3.194029851,-4.166311301,-253.1761263,,,-251.8752399,,
TXCOM,0,,3,D,8,1,1,1,9,7,3,Non,H,58,56 - 65,Non,3,-21.53098423,,-1.903606707,-0.791887538,-103.6164276,0.226078799,-0.194029851,2.833688699,17.11287368,19.33531974,9.734390977,15.52876012,-2.130997054,5.389909605
U10 CORP,0,,14,D,5,1,1,1,9,5,5,Non,H,52,46 - 55,Oui,4,-16.84298423,0.049247748,-2.621606707,-1.280887538,-103.0554276,1.226078799,-0.194029851,-0.166311301,15.15187368,15.81631974,6.763390977,13.79476012,-2.130997054,0.558909605
UBIQUS SA,0,,232,D,1,7,7,7,24,19,8,Non,H,52,46 - 55,Non,8,,,,,,-1.773921201,2.805970149,3.833688699,,,,,,
UBISOFT ENTERTAINMENT,0,,127,A+,108,1,1,0,29,26,7,Oui,H,60,56 - 65,Oui,80,6.439015766,,0.784393293,0.164112462,-98.89942759,-0.773921201,-2.194029851,-0.166311301,16.78287368,20.15731974,7.883390977,15.31876012,5.472002946,6.181909605
UCAR,0,,10,C+,9,2,2,2,24,16,11,Non,H,63,56 - 65,Oui,11,-3.091984234,-6.312752252,-0.938606707,-0.385887538,-100.1894276,-0.773921201,2.805970149,2.833688699,18.79287368,17.96431974,7.985390977,15.97176012,-2.130997054,-1.040090395
UIF-UNION IMMOBILIERE DE FRANCE SA,0,,0,U,0,0,0,0,3,3,0,Non,,53,46 - 55,Non,1,,,,,,,,,,,,,,
ULRIC DE VARENS S.A.,0,,20,D,3,1,1,1,11,7,5,Non,H,72,66 - 75,Oui,10,,,,,,1.226078799,3.805970149,3.833688699,16.30687368,15.20031974,8.678390977,14.42076012,-2.130997054,2.738909605
UMALIS GROUP,0,,6,D,1,1,1,1,7,5,4,Non,H,51,46 - 55,Non,14,,,,,,3.226078799,-3.194029851,-4.166311301,0.494873684,-14.22968026,-3.456609023,6.84476012,-2.130997054,-10.6590904
UMANIS,0,,24,D,9,3,2,1,28,19,15,Non,H,68,66 - 75,Non,22,-23.65898423,-5.498752252,-0.940606707,-1.048887538,-106.9294276,1.226078799,-3.194029851,-4.166311301,29.44187368,46.66031974,11.49939098,28.66576012,-2.130997054,3.489909605
UN TOIT POUR TOI,0,,2,B+,3,5,5,1,9,3,8,Non,H,52,46 - 55,Non,5,-4.061984234,,34.47339329,5.906112462,-108.5794276,0.226078799,0.805970149,-1.166311301,64.89887368,109.2013197,22.24639098,47.02076012,-2.130997054,25.9939096
UNIBAIL-RODAMCO-WESTFIELD,0,,434,A+,68,1,1,1,22,19,5,Non,H,56,56 - 65,Non,54,,,,,,,,,16.53387368,20.86131974,9.325390977,15.97676012,-1.805997054,
UNIBAIL RODAMCO WESTFIELD SE,0,,434,D,1,1,1,1,46,21,36,Oui,H,67,66 - 75,Non,52,,,,,,-2.773921201,1.805970149,2.833688699,,,,16.83276012,,
UNIBEL,0,,84,C+,10,9,3,7,18,14,9,Non,H,55,46 - 55,Non,9,-10.92598423,-6.743752252,-1.917606707,-1.005887538,599.9615724,-2.773921201,-3.194029851,-3.166311301,19.46287368,24.13831974,9.852390977,14.68376012,-1.504997054,5.381909605
UNIGESTION,0,,0,U,0,0,0,0,1,1,0,Non,H,89,> 75,Non,4,,,,,,,,,,,,,,
UNILOG SA,0,,218,D,2,1,1,1,68,43,29,Non,H,44,36 - 45,Non,7,,,,,,-1.773921201,1.805970149,1.833688699,,,,,,
UNION FINANCIERE DE FRANCE BANQUE SA,0,,1185,D,10,0,0,0,63,33,38,Non,H,55,46 - 55,Non,18,-14.80998423,,0.537393293,0.021112462,-102.5464276,-2.773921201,,,,49.07031974,20.19039098,,,15.8489096
UNION GENERALE DU NORD SA (L'),0,,0,U,0,0,0,0,2,0,2,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,53,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,0,,,,,,,,,,,,,,
UNION METALLURGIQUE DE LA HAUTE SEINE,0,,8,C+,4,2,2,2,21,17,15,Non,H,58,56 - 65,Non,7,,,,,,-0.773921201,1.805970149,0.833688699,,,,,,
UNION TECHNOLOGIES INFORMATIQUE GROUP,0,,4,D,5,3,3,3,14,10,8,Non,H,68,66 - 75,Oui,5,-18.58398423,,-1.697606707,-1.184887538,-108.3684276,0.226078799,-3.194029851,-4.166311301,31.85887368,41.06631974,11.20239098,21.79376012,-2.130997054,0.220909605
UNITI,0,,4,D,8,0,0,0,12,7,10,Non,H,41,36 - 45,Non,17,,,,,,1.226078799,-3.194029851,-1.166311301,,,,,,
UNIVERSAL SYSTEM GROUP,0,,0,D,1,1,1,1,9,3,9,Non,H,71,66 - 75,Oui,4,,,89.84839329,77.51311246,-108.7434276,-1.773921201,3.805970149,5.833688699,37.59687368,35.98731974,27.10739098,29.67176012,,-0.357090395
UPERGY,0,,13,D,9,4,4,2,18,13,9,Non,H,50,46 - 55,Oui,10,-0.262984234,-2.037752252,-0.818606707,-0.569887538,-106.6134276,0.226078799,1.805970149,0.833688699,22.19087368,20.90531974,8.029390977,17.73476012,-2.130997054,-1.565090395
UV GERMI,0,,0,B+,13,2,2,1,11,11,3,Non,H,68,66 - 75,Oui,3,,,,,,4.226078799,1.805970149,0.833688699,-8.223126316,-13.72568026,-9.024609023,-2.28523988,-2.130997054,-12.3720904
VALBIOTIS,0,,0,A+,12,1,1,0,16,14,3,Non,H,43,36 - 45,Non,2,,,,,,1.226078799,-3.194029851,-2.166311301,-42.54412632,-154.5946803,-34.79960902,-41.24323988,89.63700295,-95.1240904
VALEO,0,,346,A+,76,0,0,0,68,43,33,Oui,H,66,66 - 75,Non,240,-16.12498423,-4.806752252,-0.243606707,-0.696887538,-90.63842759,-1.773921201,-3.194029851,-3.166311301,23.52487368,33.03431974,9.866390977,21.73976012,2.084002946,2.298909605
VALLOUREC,0,,143,A+,72,0,0,0,58,35,36,Oui,H,53,46 - 55,Non,1,,,-2.461606707,-1.241887538,226.0575724,-1.773921201,0.805970149,0.833688699,-6.344126316,-17.17468026,-9.101609023,-2.81223988,-0.105997054,-34.1910904
VALNEVA,0,,10,A+,42,8,8,1,47,27,29,Oui,H,56,56 - 65,Non,5,,,-0.847606707,-0.445887538,-107.5504276,1.226078799,-3.194029851,-2.166311301,-18.16112632,-42.69268026,-21.88660902,-17.07223988,22.98700295,-54.6070904
VALONEO,0,,0,D,4,1,1,1,5,3,4,Non,H,51,46 - 55,Non,15,,,3.370393293,3.687112462,-106.8844276,-0.773921201,-3.194029851,-4.166311301,,-15.30968026,-15.42160902,,,
VANTAGE PLUS DIVERSIFIE,0,,0,U,2,0,0,0,2,0,2,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,53,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,0,,,,,,,,,,,,,,
VENTE-UNIQUE COM,0,,53,D,10,31,4,1,9,8,4,Non,H,67,66 - 75,Non,33,,,,,,1.226078799,3.805970149,1.833688699,48.28087368,49.18231974,20.35639098,34.61276012,-2.130997054,2.869909605
VEOLIA ENVIRONNEMENT,0,,1617,A+,69,0,0,0,86,51,66,Oui,H,62,56 - 65,Non,407,0.051015766,-3.434752252,-2.216606707,-1.364887538,-93.08442759,-1.773921201,-3.194029851,-4.166311301,12.69987368,13.72231974,3.496390977,12.66776012,-1.861997054,-1.934090395
VERALLIA,0,,16,D,21,0,0,0,31,27,9,Non,H,55,46 - 55,Non,114,,,,,,-2.773921201,1.805970149,0.833688699,11.00187368,-71.44968026,0.287390977,12.77876012,-1.899997054,-6.977090395
VERGNET S A VSA,0,,15,D,5,2,2,2,42,17,37,Oui,H,70,66 - 75,Non,15,,,-8.244606707,-0.588887538,-109.0724276,,-3.194029851,-4.166311301,-93.10712632,,-16.18560902,-110.3552399,-2.130997054,-22.4400904
VERIMATRIX,0,,19,B+,20,1,1,1,36,15,26,Oui,H,66,66 - 75,Non,10,-21.98598423,,-1.451606707,-0.254887538,-107.4394276,4.226078799,3.805970149,1.833688699,30.89787368,28.16031974,18.32039098,29.55676012,22.32100295,12.1459096
VERNEUIL FINANCE,0,,2,D,5,2,1,1,7,4,4,Oui,H,51,46 - 55,Non,10,,,-3.271606707,-1.598887538,-124.7824276,3.226078799,,,-337.3081263,,-12.77560902,-235.1852399,-2.130997054,-11.6030904
VERNEY-CARRON S A,0,,0,B+,6,2,2,1,21,13,12,Non,H,50,46 - 55,Oui,2,-26.42198423,,-2.829606707,-1.381887538,-90.71142759,-0.773921201,2.805970149,1.833688699,18.31187368,20.95631974,9.708390977,19.34776012,,2.460909605
VETOQUINOL S A,0,,44,D,26,1,1,1,31,24,14,Oui,H,82,> 75,Non,25,-10.38598423,-6.501752252,-1.534606707,-0.372887538,-82.20542759,-1.773921201,3.805970149,1.833688699,18.75587368,18.68731974,10.77839098,16.66276012,4.652002946,6.427909605
VEXIM SA,0,,292,D,2,0,0,0,27,5,24,Non,H,47,46 - 55,Non,3,,,,,,1.226078799,3.805970149,3.833688699,-9.833126316,-11.92368026,-11.21960902,-5.96523988,2.571002946,-21.5850904
VIALIFE,0,,2,B+,4,2,2,2,22,12,12,Non,H,52,46 - 55,Oui,6,,,15.85039329,0.120112462,-107.6154276,4.226078799,-3.194029851,-1.166311301,2.549873684,-47.15468026,-3.097609023,15.54176012,-2.130997054,-10.2710904
VICAT,0,,140,C+,37,4,3,3,51,21,38,Oui,H,56,56 - 65,Oui,52,-10.58798423,-4.742752252,-2.195606707,-1.057887538,-53.82542759,-2.773921201,-0.194029851,-0.166311301,14.49787368,15.48331974,6.611390977,13.42676012,-1.976997054,4.628909605
VIDELIO,0,,29,D,6,12,4,0,27,24,15,Non,H,48,46 - 55,Non,5,4.297015766,-4.826752252,-2.014606707,-1.301887538,-107.5714276,-1.773921201,-3.194029851,-3.166311301,15.18587368,14.00231974,3.662390977,13.41276012,-2.130997054,-3.621090395
VIEL & COMPAGNIE SA,0,,126,D,11,1,1,1,12,10,3,Non,H,68,66 - 75,Oui,35,-21.20398423,,-2.492606707,-1.402887538,-103.0494276,-2.773921201,,,,19.12331974,5.211390977,,,3.269909605
VILMORIN & CIE,0,,159,D,18,0,0,0,34,18,22,Non,H,61,56 - 65,Non,10,-3.861984234,-5.941752252,-2.283606707,-1.184887538,-53.68542759,0.226078799,-3.194029851,-3.166311301,13.51387368,13.59431974,4.987390977,13.23876012,0.742002946,2.386909605
VIRBAC,0,,68,D,48,1,1,1,46,35,22,Non,H,53,46 - 55,Non,3,15.01501577,,-0.528606707,-0.606887538,-47.26742759,-0.773921201,-3.194029851,-4.166311301,14.41487368,16.20231974,5.424390977,13.96676012,-0.870997054,1.226909605
VISIATIV,0,,47,B+,26,2,2,2,42,31,17,Non,H,55,46 - 55,Oui,19,-18.39598423,,-0.388606707,-1.000887538,-102.6784276,1.226078799,-3.194029851,-4.166311301,20.76987368,28.92531974,6.543390977,22.30776012,2.875002946,-0.733090395
VISIO NERF,0,,2,C+,7,5,5,4,13,11,8,Non,H,58,56 - 65,Oui,4,,,,,,1.226078799,0.805970149,1.833688699,,,,,,
VISIODENT,0,,0,D,3,4,2,4,15,10,9,Non,H,40,36 - 45,Oui,5,-6.449984234,,0.931393293,-0.110887538,-108.3324276,-1.773921201,-2.194029851,-1.166311301,34.07987368,32.87031974,11.28939098,29.91976012,-2.130997054,3.782909605
VISIOMED GROUP,0,,6,A+,14,0,0,0,20,12,12,Non,H,62,56 - 65,Oui,3,,,0.534393293,-0.017887538,-84.80742759,4.226078799,-3.194029851,-3.166311301,-103.3791263,-163.4726803,-69.49760902,-98.77823988,-2.130997054,
VIVAKI COMMUNICATIONS,0,,828,D,2,1,1,0,30,7,24,Non,F,56,56 - 65,Non,4,,,,,,0.226078799,-3.194029851,-1.166311301,,,,,,
VIVARTE SA,0,,40,D,1,0,0,0,28,9,21,Non,,53,46 - 55,Non,1,,,,,,3.226078799,-3.194029851,-4.166311301,,,,,,
VOGO,0,,3,A+,12,2,2,0,14,13,11,Oui,H,53,46 - 55,Non,9,,,,,,1.226078799,-3.194029851,0.833688699,,,,,,
VOLTALIA,0,,275,D,23,2,2,2,42,26,22,Oui,F,54,46 - 55,Non,9,242.9540158,,-2.253606707,-1.169887538,-100.1624276,3.226078799,-0.194029851,1.833688699,12.35687368,7.318319737,2.246390977,13.19676012,-2.130997054,-0.685090395
